Game,Winner Move,LLM Move,Correct
2453,Qd1#,Qd1#,True
2454,Qh7#,Qh7#,True
2455,h6#,Rf5#,False
2456,Qe1#,Qe1#,True
2457,Qxg2#,Qxg2#,True
2458,Qh4#,Qh4#,True
2459,Rd1#,Rd1#,True
2460,e2#,e2#,True
2461,Qd3#,Qd5#,False
2462,Qxh7#,Qh6#,False
2463,Qxg3#,Qxg3#,True
2464,Qxg7#,Qxg7#,True
2465,Qb4#,Qb4#,True
2466,Qh3#,Qh3#,True
2467,Rd8#,Qh8#,False
2468,Rcg7#,Rcg7#,True
2469,Qxe7#,Qxe7#,True
2470,Rxh7#,Rxh7#,True
2471,Rh8#,Rh8#,True
2472,Qxc7#,Qxc7#,True
2473,Qa5#,Qa5#,True
2474,Rh1#,Rh1#,True
2475,Qxh2#,Qxh2#,True
2476,Qc1#,Qc1#,True
2477,Qh3#,Qh3#,True
2478,Qg8#,Qg8#,True
2479,Bg3#,Qh1#,False
2480,Qxf7#,Qxf7#,True
2481,Rh1#,Rh1#,True
2482,Qxg2#,Qxg2#,True
2483,Rh1#,Rh1#,True
2484,Qf8#,Qh8#,False
2485,Nxd6#,Qd4#,False
2486,Qxa8#,Qa8#,False
2487,Qf4#,Qh8#,False
2488,Qh4#,Qh4#,True
2489,Rh1#,Rh1#,True
2490,Qxg2#,Qxg2#,True
2491,Qxh3#,Qf2#,False
2492,Qxf7#,Qxf7#,True
2493,Qh4#,Qh4#,True
2494,Qh5#,Qh5#,True
2495,Qxh7#,Qxh7#,True
2496,Qg7#,Qh5#,False
2497,Rxe1#,Rxe1#,True
2498,Qh8#,Qh8#,True
2499,Qg7#,Qg7#,True
2500,Qa8#,Qa8#,True
